movie_id,movie_name,created_at,top5pos,top5neg
10126.0,Colors,1989.0,"Haskell Wexler's cinematography (he shot John Sayle's MATEWAN last year)
is excellent as ever.; The name ""Dennis Hopper"" instantly evokes images of the darker side of
human existence, both in his films and his personal history.; Music by Herbie Hancock.; It is true
that Hopper's film teeters just to the edge of exploiting the violence, but it
does step back from the brink of gratuity enough to maintain a hold on reality.; This unification of form and content carries the
viewer inside the scene, and as Wexler points out, ""With any traditional camera
system, we'd have needed space for both the crane and the operator.","Hopper and scriptwriter Michael Schiffer have no idea
how to integrate women into the machismo of the world they are recreating on
screen, and they would have done themselves and the audience a service had they
excluded Alonso entirely rather than mishandling her character so poorly.; It
basically tries to snatch up a microcosm of this area, and (admittedly ignorant
of the area) it seemed successful in that.; The film urgently wants to point out how communities are
being raped by gang violence but then comes dangerously close to telling those
in such communities to either move out or bear it because there's no solution.; The
get-together quickly degenerates into a shouting match, and no progress is
made.; In another scene, the same social worker
who spoke to the residents tries to encourage some gang members to straighten
out their lives."
10128.0,Alien Nation,1996.0,"The show's well-done and worth
watching.; Patinkin's gentle sense of humor, his immigrant's
love of America (to the aliens, America truly is a land of freedom), and his
outrage as the plot unfolds, endears him both to us and to Caan.; A good matinee-price film.; Both create
characters who are complex (and in Caan's case, not particularly likable), yet
who mesh very well towards the end.; And I hope they are happy with what they got.","What was purported to be the year's biggest science fiction film is a
huge disappointment.; Just that somewhere along the line there was
a terrible failure of imagination, and the whole thing turned into a TV cop
show.; Gunfights with the
same old sorts of guns get boring.; The alien makeup is all right if
scientifically unlikely, and all other visual effects of the film have tires
and fenders or bullets.; CAPSULE: Tired and thin attempt at genre-mixing: Aliens Are Among Us meets
Crime Story."
10141.0,Dirty Rotten Scoundrels,1947.0,"Not among the most remarkable films thirteen years ago,
DIRTY ROTTEN SCOUNDRELS looks surprisingly good from today's
perspective.; The contest for ascendency between
     two gigolos still makes a very funny comedy, perhaps more so
     because it has less competition than the story had in 1964.; DIRTY ROTTEN SCOUNDRELS is nevertheless very funny and
entertaining film that should be recommended as an example
of something that is rather absent in Hollywood these days -
stylish and well-crafted comedy.; The performances are top-notch, from 
the principals' to those of the supporting cast.; It deals in genuinely funny situations, not just
funny personalities.","The plot is, on the other hand, weak and serves as
nothing more than excuse for the series of scenes in which
two principal characters try to outwit each other.; With only minor changes to most of the script--if memory serves, most
of the film even has the same dialogue--the script has been effectively
recycled to make DIRTY ROTTEN SCOUNDRELS.; For one thing, they show some of the best clips from the movie in the
previews (this was true for DIRTY ROTTEN SCOUNDRELS, at any rate); secondly,
they don't seem to lose much sleep over whether they've given away the plot to
their viewers (Roger Ebert is particularly bad about that); and finally, the
new crop of reviewers are really awful.; The chic 
Britisher is like an aging Don Juan; the dishevelled American, 
like  an aging child.; Martin is uncouth, looks like an unkempt ""Europe 
on Ten Dollars a Day"" tourist in sneakers and baggy chinos, 
acts like a parody of American not-so-innocents abroad."
10142.0,Casualties of War,1995.0,"I do think
the film is worth seeing.; On the plus side, CASUALTIES OF WAR regains some solid footing from
Brian De Palma's confident direction, which is unusually understated and
for once doesn't call attention to itself.; The film is a somewhat different film compared to many of the plastic
coated comedies, light hearted dramas, and big budget shoot them movies of most
summer far.; We see Fox has a good
Sargent.; But it is a change from the lighter films of the
summer.","In nearly every film he's made, Penn has played an arrogant
tough guy, and frankly, it's getting boring.; Most of the characters,
including Penn's, come across as unbelievable stereotypes.; Fox falls into a
tunnel entrance and gets stuck (I know some one who fell into a North Korean
tunnel and survived).; A clumsy and heavy-handed screenplay, which telegraphs the big
moments, also bogs down the film.; This film tries to be an accounting of one event during the war."
10146.0,Men,1992.0,"Still, ""Men"" is a sweet, innocent, droll film that
merits a little more attention than it got.; However, I
must confess that I enjoyed it.; I also enjoyed
watching short-haired Juliette Lewis (finally a good role since ""The Evening
Star"") and the lovely, sweet presence of Marissa Ribisi - they make their
characters human and heartfelt.; What a surprise to discover a fitfully good
film that no one ever heard of!; I was immediately interested because of the cast, and
of course Juliette Lewis is in it.","If ""Men"" sounds mediocre and a time-waster based on its scantly told story and
largely underdeveloped characters, then I would not recommend it.; ""Men"" does not feel complete, and has too many characters who drift around
without any insight into their nature (Pamela Segall's Jenn is one character I
wanted to know more about).; There are two major films I can think of that are not
talked about much or receive any merit.; ""Some Girls"" (the video title) detracts from the film's emotional
moments - this is not just another twentysomething, Generation X programmer
with bland stars from ""Dawson's Creek.""; If nothing else, this
film should have been called ""Women,"" as the women are really the ones who
dominate."
10153.0,Sphere,1998.0,"There is also an 
excellent score.; This is a fun film that will keep
you at the edge of your seat for the entire running length.; Nevertheless, it
seems always to come as a surprise when a film that boasts such
fine actors as Dustin Hoffman, Sharon Stone, and Samuel L Jackson,
can be so ordinary.; SPHERE, the latest Michael Crichton novel to be brought to the
screen, is a physical and psychological thriller that keeps you on the
edge of your seat.; The actors all play their cards real well, with Schreiber pulling off a
good performance as the egghead astrophysicist, and Sam Jackson coming
through as the hairless mathematician with the uneven glimmer in his
eye.","This $100 million mess by
good director Barry Levison (Disclosure) is dull, long winded, and a huge
disappointment.; What a waste.; There is nothing worse than a poor ending to a movie and this movie does
not have a satisfactory conclusion.; Sphere tries hard to be an intelligent genre piece, but a weak and
convoluted storyline only leads to a disappointing experience.; Unfortunately, it's not bad enough to be an 
enjoyable Bad Movie, just bad enough to be tedious."
10154.0,Mickey Blue Eyes,1996.0,"This is
not award winning movie making by any means but it is a very enjoyable
film, well worth the price of admission.; For
what it is, I give it an A-, an excellent light, romantic comedy.; Well intentioned fun.; James Caan makes for
a worthy adversary, and although he is not the perfect choice for the
role, his veteran craftsmanship (gained from The Godfather) helps a
great deal.; Delightful.","She comes off as a
little irritating, and not very watchable at all.; It started with a skeleton of a cliched plot and then
apparently the writers started hanging jokes on it like ornaments on a
Christmas tree.; Although admittedly attractive,
Tripplehorn lacks the vibrance and charisma needed to fill the shoes of
Gina.; He's nothing more than a plot device, which is a shame.; Also, in ""Mickey Blue Eyes,"" Grant puts his 
comic skills at work like never before and garners several sizable laughs, 
especially in a scene in which he is trying to use a mobster accent in a 
restaurant, and fails miserably at it."
10155.0,U Turn,2001.0,"Other major pluses are
the superb performances by all, brilliant cinematography and a terrific
soundtrack full of Peggy Lee songs.; In fact, all the
performances from Stone's motley cast are a delight - Penn's
encounters with mechanic Billy Bob Thornton and town punk Joaquin
Phoenix are hilarious, and the leading players are obviously enjoying
the seediness Stone wants from them.; U-Turn features brilliant performances by nearly everyone in
the cast and there are several exciting sequences.; Although Stone may not operate on the edge in U-TURN, his Academy
Award winning cinematographer Robert Richardson does.; Nevertheless, Stone has a personal staple he puts on the film, and all his
technical stuff works this time in creating sheer paranoia, and giving the
film a nightmarish edge that it needs.","This seems to be a fly-speck town where everybody either has a
dark secret or is working full time on getting one, and too many of
these plots involve Cooper.; But
by this point we do not care particularly what happens to Cooper who is
not particularly likable, even less smart, and who basically floats
like a cork and generally is acted upon rather than acting himself.; ""U-Turn"" has some of the style of ""Natural Born Killers""
with almost none of its satiric sting or kinetic energy, and the
result is a clunky black comedy with only a few scattered laughs
breaking up a monotonous cruise.; Billy Bob Thornton
plays Darrell with a face caked in grease like a cartoon character who
just walked into an explosion and with teeth that looks like he's been
eating dirt.; Unfortunately, it fails to come together in the conclusion,
which just piles one twist on top of another."
10158.0,White Men Can't Jump,1988.0,"We see in
great detail how the two get along, how they occasionally don't get along,
and how basketball conquers all.; And he has a natural advantage.; The game is his whole life.; The bet is that you are to play against Sidney and one other person of
      your choice.; We see how each relates to ""his woman.""","But if the hustle doesn't work the whole film makes
      no sense.; The story off the
     court is basically pointless and has holes large enough to
     stuff a basketball through.; While some of
the basketball photography is okay, in terms of dramatic tension it
degenerates into the cliche of slow motion photography.; Another security guard favor?; And that one over there can't dribble a
      basketball without tripping."
10174.0,Madonna: Truth or Dare,1995.0,"This film was quite well done and edited together very well.; MADONNA: TRUTH OR DARE is interesting to watch and I highly
recommend it to anyone interested in Madonna, or in what it is like for
a performer on tour.; The film is very well done and is worth checking out from your
local video store.; Parts of
the tour that are included in the film are what the dressing rooms were
like just before performance time, and how her dancers got along with
each other.; The film is a documentary about what life is
like for Madonna, backstage on tour.","The ads for MADONNA: TRUTH OR DARE, when the movie was in the
theaters and just before it came on to video, made the film look like it
was all sexually oriented.; The formatting of the review is likely to differ from the original due
to ASCII to HTML conversion.; The
concert footage was done in color, the part that Madonna taped was done
in grainy black & white, and the rest of the film was shot in black &
white."
10209.0,Hideous Kinky,1999.0,"Director Gillies MacKinnon(REGENERATION, A SIMPLE TWIST OF FATE) has
crafted a spritual gem, scripted by brother Billy.; The beauty of Marrakech is matched by the terrific performance of Kate
Winslet, as the film accurately encapsulates the timeless city and its
bustling street scenes, expansive views, illustrious mosques, and grand
sunsets.; But HIDEOUS
KINKY is an independent film that takes us to places we've never been.; It is rare for children to dominate a film, especially
when matched up against Kate Winslet, who gives one of her better
performances.; The family's travel, which is on the edge, has Julia waking up screaming
from dreams that are bleakly haunting; but, when she gets up, all there
is, is this splendid emptiness all around her and a vacuous life that is
starting to bother her.","The book possesses ruminations which do not
translate to the screen, particularly since ""Hideous Kinky""
lacks the sort of narrative that we either loved or hated about
""The Thin Red Line.""; After a reasonable amount of time has elapsed, the picture comes to a
completely predictable conclusion.; None of the characters were interesting enough to care about when the
movie was on.; But I got the strange sensation that
the setting and the characters are part of two entirely different
stories, and the movie just isn't very engaging because of this.; Without much information, the viewers are left to piece together for
themselves what the director is trying to say."
10212.0,Ravenous,2000.0,"But jokes aside,
this is a film that is well worth watching.; The outpost is a small one,
staffed by only eight people, but Boyd doesn't mind: it sounds like
the perfect place to recuperate from his recent combat trauma, not
all of which is physical.; It is the power of the human mind and conviction that make
miracles happen.; But for all those of you who are
sick of seeing Hollywood churn out one old TV-show-into-a-movie after
another, enjoy a little bloody fun, and don't have a problem with people
discussing the benefits of eating human beings, you will most certainly
relish this flick.; But, for those individuals with an acquired taste
for an original story with their carnage, this unique little bloodbath
could spell genuine fun.","Almost any of the 
other cast members would have been far more entertaining adversaries.; Sadly, RAVENOUS delves into the predictable and silly faster than
you can say ""fava beans.""; The movie is much too long to justify a
plot this miniscule; a more liberal fat-trimming during the
editing stage (or a better script) would have made it more
watchable.; Antonia
Bird, whose movie features only a single female, goes for the
gore instead.; But
no: the tale repeatedly goes for cheap shots and cliche'."
10216.0,Species II,1998.0,"Many films (especially sci-fi ones) create similar timelines
as our realistic one, but change it to fit the film's needs.; Mykelti Williamson gives an enjoyable performance, and he
gives the film a more down-to-earth feel.; Marg Helgenberger is immensely better this time around, and her
performance is probably the best in this film.; It's well made, well acted, and
quite intelligent.; And the obligatory big-alien battle in the
conclusion is surprisingly well-done.","It's just boring, overdone, ugly, offensive, disgusting, and awful.; What a waste.; The movie is terrible; it's a poorly-acted, exploitative film with
a heavy-handed, ludicrous plot full of continuity holes.; As Marg Helgenberger utters after witnessing a spectacularly gory
corpse:  ""This is awful...just awful.""; So here comes SPECIES II, with a new creative team (director Peter
   Medak and screenwriter Chris Brancato step in for Roger Donaldson and
   Dennis Feldman, respectively) that fails to improve the series one
   iota -- like its predecessor, SPECIES II fails to capitalize on a
   potentially promising kernel and instead runs the gamut from
   ridiculously silly to unmitigatedly stupid."
10218.0,Swingers,1993.0,"I highly recommend it.; With a
hilarious witty plot, and great acting, I fell in love with this little
gem.; It's a great and witty plot, and
watching these guys stumble over themselves is wonderful.; SWINGERS is a touching little film with an endearing performance
by Jon Favreau as unlucky-at-love Mike.; Although it's hilarious at the time, it also seems a bit strange, but
the film eventually finds its niche through character interaction.","This is a good idea, but becomes
annoying when they give him mostly wrong advice.; whatever's ""in"" at the time) is
way too big to be a cult flick.; The problem with that logic, is that this film
doesn't look original, it looks and feels like all those other Tarantino
clones.; SWINGERS (director: Doug Liman; cast: (Mike) Jon Favreau, (Trent) Vince
Vaughn, (Rob) Ron Livingston, (Sue) Patrick Van Horn, (Charles) Alex
Desert, Heather Graham, Deena Martin, Katherine Kendall, Brooke Langton,
1996) An independent film, shot for around $250,000, that lacks a cutting
edge, something indie films should not leave home without.; And yes, Doug, that Aaton-III camera is *way* too loud."
10219.0,Snow Falling on Cedars,1946.0,"The last scene is 
particularly one of subtle, but unavoidably impassioned beauty.; ""Snow Falling on Cedars"" is a rare gem, that doesn't follow the simple path
most courtroom thrillers take.; Kudoh and Hawke have wonderful on screen chemistry together, most of the time
tense and unstable, without a word being spoken, which adds to the realness of
the situations presented to the viewer.; This clever tactic
succeeds triumphantly, telling a complex story with deep meaning without a hint
of wear and tear, delivering some of the most powerful, heart wrenching scenes
in a motion picture this year, many without a word of dialogue.; The court scenes are truly excellent and even solicit memories of 
classics like Inherit the Wind.","Unfortunately, that is not enough to sustain this snail-paced feature.; It just
drifts like a ship lost in a fog.; I merely walked out unsatisfied,
wondering why the story, like bad journalism, had to bury the lead.; Shots of rainy forests, and 
water dripping off of the leaves of plants, and snow-blanketed trees and 
mountains and whole, wide landscapes left me wondering if it was actually 
real (for it surely looked awfully believable), or billions of tons of fake 
snow, or a visual effect.; The second problem is the directorial self-indulgence exemplified by
that ""Dear John"" sequence, which shows up at every possible wrong time."
10220.0,Rounders,1995.0,"It's enjoyable.; Packed with great
acting and great characters, ROUNDERS is a full house.; But his noir-bred gift for creating an atmosphere
of mystery and suspense makes for some tense and exciting poker matches.; There have been countless crime films both past and present that evoke the
""noir"" mood, that is, the dark, shady atmosphere where the vices of the world
become more fascinating on screen than they would in real life.; His strong,
emotional, real performance, helps you feel what he lives, his ups, and
downs, his desperations, elations, yet pull towards a predestined force
inside him Rounders hits, more than it misses.","Part of the problem is in the script and its 
reliance on mossy cliches.; The relationships between all three characters are unconvincing, playing 
simply as contrivances of the screenwriters to get all the cast members 
into their proper positions for the card games.; Five cards and
chin-high stacks of colored chips are the only reason anyone does
anything in this movie.; But there is simply not enough original material here to warrant 
devoting much of your time to it.; Worm is a complete screw-up."
10234.0,Funny Games,1968.0,"The film is 
all the more effective for the performances of the two boys, especially 
Arno Frisch who manages quite unnervingly to swing between a perfect 
mannered politeness and casual sadism without the slightest change in 
expression - one moment insisting his tormentees stop screaming and 
start referring to everybody by their first name, the next breaking 
people's legs with golf clubs.; This film succeeds with the
small share of the  audience it can garner, because it is, surprisingly
enough, an entertaining film, and it broaches a subject that is very
difficult to understand, that tweaks our interest in seeing if there is
anything new to say about violence.; Anna's resolute behavior and her human foibles make us
sympathize with her, even more so, even if we are not particularly
enamored by the way she deports herself when she is in control of
things; and the son's confusion touches us deeply, as we see him look
for direction to his now helpless parents, a nightmare for any parent,
to be in a situation where you can't protect your child.; But, by playing with the public's prurient
interest in violence as a way of life, something they have been numbed
into accepting as part of their television and MTV inheritance, this
powerful story has a chilling affect on rationality, questioning the
viewing habits and the responses to violence the public has.; Haneke also manages to be surprisingly playful.","They have no redeeming human features,
and their cruel intent is played up for the camera's benefit, Paul even
winks at the camera, as if the audience is in on this game they are
playing.; By crafting an intelligent screenplay and not going for the
unnecessary showing of gore, much of this is done off-screen, which
might be almost as horrific as seeing the actual mayhem, the director is
able to keep the film arty.; These thugs are complete fakes, even their names
are fictitious, as they keep referring to themselves with different
names, such as Tom and Jerry, Beavis and Butt-head.; I stayed to see if this
sadistic film works its point of view out, and I was disappointed that
with all its novelty and games and pretenses to high art, it offered
nothing much in the way of seeing things differently.; An incident, which is comical 
in its gaucheness, where Frank Giering comes to borrow some eggs but 
keeps dropping them suddenly, unexpectedly turns violent."
10264.0,Hamlet,1990.0,"HAMLET is definitely worth seeing on a big screen.; I particularly
liked Helena Bonham-Carter, who gives a really strong performance as
Ophelia.; My favorite of the cast was Ian Holm as Polonius.; HAMLET is a superbly-produced version of Shakespeare's play, with
strong performances all around.; I've
never been a particularly big Close fan, but this is the best of her
performances that I've seen.","Unfortunately, she was rather bored by it.; The
worst aspect of his performance to my mind was the fact that he almost
always came off as second banana to me whenever he was playing against
someone else.; I'm not sure why--the killings aren't
particularly brutal, there isn't much in the way of bad language, and
the sex is only implied.; I'm not a purist, so a lot of the cuts didn't bother me overmuch,
other than my occasionally reacting, ""Waitaminute ... isn't there
supposed to be a scene with so-and-so here?""; Helena Bonham-Carter
came alive as Ophelia descends into madness, but unfortunately played
the character as so thoroughly dull as dishwater earlier in the film
that I was almost (note: almost) unable to feel much for the character
later."
10276.0,What About Bob?,1997.0,"Murray is both funny and tender in
the role of an obsessive-compulsive agoraphobe coming out of his shell.; serves up Bill Murray's most delectable character,
and performance, in a long, long time.; is a film starring Bill Murray and Richard Dreyfuss.; Richard Dreyfuss is his new, ambitious, success-obsessed doc.; Leaving the auditorium, I felt I had been entertained, albeit in a
rather predictable, formulaic way, but, yes, I had had a pretty decent
time back there in the dark with Bill and Richard.","Tom (DEAD POETS
SOCIETY) Schulman's disappointing script becomes more and more contrived
until--THUD--the movie ends with a painful belly flop.; Unfortunately, the rest of the cast doesn't measure up: Richard Dreyfuss,
as Bob's put-upon psychiatrist, is untypically uninspired--and Jill Hagerty
(who plays Dreyfuss' cookie cutter wife) gives what will probably end up
being the worst performance of the decade.; Okay, for matinee
prices it's okay.; They're cute, they're sort of funny in
an icky way.; Which means mugging, smirking,
doing this eye-thing with the camera that says hey watch me I'm being
pretty cute over here."
10278.0,Return to Paradise,1998.0,"Anne
Heche gives a good sentimental performance as Lewis' lawyer, who shows
grit and perserverance as a fighter who is always patient with the two
men who face the ultimate decision.; RETURN TO PARADISE is a rare film experience.; He does a great job of keeping the pace of
the film, and doesn't let up near the end, but unleashes several great plot
twist.; This is a very powerful, intelligent, and thought provoking film.; Return to Paradise is a movie that has a great morality play.","That
is, there is nothing particularly special about it, but nothing truly awful
either.; --
Alex Fung (aw220@freenet.carleton.ca) | http://www.ncf.carleton.ca/~aw220/
""...a first screenplay unaccompanied by a powerful agent or industry
 sponsor is generally a pathetic fetus of a film, nothing more.""; He
directed this predictable drama with a heavy hand as it lapses into
melodramatics after a very emotionally moving start and after presenting
a most interesting premise; it is just too bad that the script had no
conviction to follow through on its premise.; The only scene that made sense from this point on in the story, was the
one where Tony's fiancée (Vera) asks some intelligent questions of the
lawyer and fails to illicit responses that would make me want to go
back.; It's just one that doesn't live up
to its potential."
10285.0,Jason Goes to Hell: The Final Friday,1965.0,"I liked that.; The very first scene, is in fact, terrific, as it sends up all the
horror cliches that the FT13 series helped spawn.; Honest.; On the other hand, that was actually a
very decent film, one of the best in the series, and by the time JGTH
had ended, it had gone up another notch or two on my personal
Respect-O-Meter.; Especially as we reach the tail end of the film, when
all is revealed whether we want it to be or not.","It's not even the worst Friday the 13th
film we've ever seen.; The script could have been written better, but as far as
horror movies go, the writing isn't that bad.; Without a doubt, THE FINAL CHAPTER is the worst ""Friday the 13th"" movie
in the whole series.; Despite a legacy of horrible
previous efforts under the FRIDAY THE 13TH umbrella (of which I have
seen only three--parts 1, 2, and 8--all on cable), this film actually
has a few good elements buried amidst all the dead bodies, dumb
dialogue, and mystical nonsense.; For the html version of this review with screen captures, please point
your browser to http://members.aol.com/stomptokyo By this, we mean that Jason Goes To Hell: The Final Friday is not the
worst horror film we've ever seen."
10312.0,Patch Adams,1987.0,"But, it is a decent film and I would recommend for those looking for an
""enjoyable' film.; I laughed, I cried,
I felt that wonderful tingle up my spine in so many parts.; Through a combination of a strong story, 
brilliant acting, and overall power, Patch Adams is one of the best all 
around films of the decade.; This is definitely a MUST SEE movie.; It s one of the best that I've
seen in years, and it's wholesome.","It's just not
funny.; The nefarious dean gets the worst
of the cliched lines.; The main reason:
a complete lack of subtlety on behalf of its screenplay.; First
of all, he's given several moments for ""improv"" comedy (most of which
are too awkwardly staged to be more than mildly amusing).; Patch Adams is meant to be an inspiring and uplifting film,
but it is also a horribly saccharine, clichéd and cynically
manipulative movie that wears its heart on its sleeve."
10314.0,She's All That,1987.0,"Laney's father, played
with warmth by Kevin Pollack, is fascinating in his
own right; I liked his clever ""warm-fuzzy"" speech about
living one's life to the fullest.; Prinze, who gave a wonderfully 
subtle, complex performance in the delicious black comedy ""The House of 
Yes,"" does solid work here, infusing his character with a nice blend of 
uncertainty and earnestness.; With that in mind, I was pleasantly surprised to
find myself enjoying much of ""She's All That.""; I'm not in that range, but I
still found the film quite enjoyable since some of the situations will hit
home for many of us.; Kevin Pollack (The Usual Suspects, etc)
also delivers a nicely underplayed performance as Laney's father, who
initially seems to live in a different world from his two children,
but who ultimately turns out to be sympathetic and understanding.","The acting is nothing to write home about.; The number one reason is that the message of this movie is
terrible, terrible, terrible!; It's a bad, bad, bad movie.; Of course, had the filmmakers attempted to try
something new with this material, the well-worn storyline would have been
a device to propell the movie forward.; There's not one original or interesting character in the film, either, and
if that wasn't bad enough, there's not one good performance featured."
10324.0,If Lucy Fell,1997.0,"Best friends since college, these two have developed a more 
intimate (albeit platonic) relationship than most lovers.; IF LUCY FELL brings Schaeffer into the world of big budget Hollywood,
where he has adapted quite well, bringing another fresh and extremely
funny comedy to the screen.; (Actually, one of the
better of films of 1994, as I recall.); Schaeffer's writing provides nonstop laughs for a solid 50 minutes
before the film settles onto the steadier track of how IF LUCY FELL
inevitably ends, but those are a fun 50 minutes, enhanced by some great
supporting characters and subplots.; IF LUCY FELL was
written, directed, and stars one of our most promising up-and-comers, Eric
Schaeffer, whose docu-comedic first (independent) film, MY LIFE'S IN
TURNAROUND, was a sleeper hit in 1994.","Star-writer-director Schaeffer should not have been allowed to even come
close to a movie set, let alone be allowed to make this totally predictable,
unfunny, waste of an hour and a half of anyone's life.; And 
the far-too-predictable ending is both contrived and manipulative.; There's no chemistry between any of the characters.; The conclusion is far too tidy and convenient.; The result is that this film, which wants to be 
smart, funny, and hip, succeeds instead in being mostly irritating."
10326.0,Forever Young,1999.0,"It is, despite playing fast and loose with laws of
thermodynamics inter alia, an excellent entertainment: a romantic
fantasy, just torrid enough to melt even this reviewer.; He is simply perfect in the part of the
resuscitated test pilot searching for his past ""across oceans of time,""
to borrow a phrase from another movie that might stand as the dark side
of this one.; Brief, but memorable.; This is probably
the romantic story that a lot of his fans have been waiting for.; Elijah Wood is the
fatherless boy who finds Gibson and wants to keep him with a desperation
that is nearly palpable.","In a Dracula movie, this is not a problem.; I can recommend FOREVER YOUNG to you, even at full prices, but go
to a cheap matinee if you can.; LATE FOR
DINNER was better on all these counts; unfortunately, LATE FOR DINNER
did not have the star power of Gibson or his butt and so never attracted
the audience it deserved.; Unfortunately, the director and writer made a couple of egregious
mistakes in visualizing how a sleeper adapts to a changed world and how
a person ages.; Isabel Glasser is Gibson's love in
the 1939 sequence in an promising debut."
10329.0,Congo,1998.0,"A tightly
scripted ride with John Patrick Shanley's screenplay bristling with
enough hair-raising stunts, gags and frights to keep you hooked.; CONGO's greatest asset is that it's the only pure monster movie/
adventure of the season, and, even obviously flawed as it is, it still 
fills a niche left vacant by the CRIMSON TIDEs, BRAVEHEARTs, and 
BATMANs.; The end result, for the undiscerning, is good fun.; Although the studio-based finale looked like, well, a studio based
finale, and the sight of the heroine slicing up loads of simians would
leave Dian Fossey turning in her grave, it's an old-fashioned, cut and
pasted blast.; Not
having read the novel, I had no expectations so was pleasantly
surprised by the quest for diamonds by a big wig corporation; a super
smart gorilla's return to its home and, based on arachnophobia, the
chance for Marshall to show us whether he can recreate the sense of
white-knuckle panic only really attainable by throwing hundred of
deadly spiders at a wary audience.","The movie doesn't even get bad *enough*, which is the worst bit of
all.; However, the plot synopsis only shows one thing--the utter
silliness of the plot, and a silly plot is not enough to make a movie
bad.; The screenplay was terrible.; The worst disappointment of
them all was probably CONGO, 1995 adventure thriller
directed by Frank Marshall.; She (the ape) looked bored too, not even trying to do sign language,
just hitting her chest in the same way every time, perhaps thinking
""Duh!"
10342.0,Teaching Mrs. Tingle,1993.0,"I was kept on the edge of
my seat by the end, and was glad I got to see this movie.; But the film moves along at a good pace and is a breath of
fresh air from the thankfully forgotten teen horror genre.; Everyone in this film is great.; Holmes is an instantly likable screen presence, and her calm and poise
grounds the film in some level of reality and plays well off of newcomer
Coughlan, who has the showier role as the kooky aspiring actress Jo Lynn.; Some surprising revelations are found towards the end, which
makes Mrs. Tingle a whole new person.","As a director, Williamson fails to make the grade with this
inauspicious debut.; For finer Williamson,
rent that 1998 sci-fi lark and skip this messy melodrama.; No hip lines, no cheap thrills, just a
dull time at the movie theater.; Material that could have been enjoyable
is rendered totally ridiculous by poor handling on the part of the
director.; Either choice might have salvaged
TEACHING MRS. TINGLE, which instead opts for absurd sincerity."
10351.0,Wishmaster,1973.0,"Well-worth the watch, Wishmaster has become to me, a
camp classic, and one of my favorites.; As does Tammy Lauren,
she does a great job as her character, and gets realistically into it.; Wes Craven produced this stylish, well-made, and extremely gory, and great
movie.; Her final thought
of defeating him is brilliant.; But what got me the
most, was how fun the movie was.","The result is 
dull, lifeless, and devoid of even minimal chills.; The bad news is that the whole business is pointless, a foolish stab at
internal logic in a genre where internal logic matters far less than what
kind of mayhem a Djinn can inflict when someone wishes for a ""wild party.""; Makeup artist-turned-director Robert Kurtzman's idea of a good scare
is a phone that rings ridiculously loudly or a masked actor who pops in out
of nowhere to startle someone.; Tammy Lauren is a very weak and uninspired lead.; If ""Wishmaster"" wasn't so unintentionally hilarious, it'd probably be a 
long, wooden bore."
10354.0,True Crime,1977.0,"Eastwood himself delivers a solid performance as the cynical,
determined reporter, a role that perfectly suits his laconic screen
persona.; But TRUE CRIME is a film definitely worth
seeing, especially for a great perfromance by Isaiah Washington, as an
accused man approaching death.; Woods is very funny, and his
chemistry with Eastwood is terrific.; Eastwood elicits typically solid performances from his ensemble cast,
   particularly from Washington, who turns in a reserved performance
   vastly different from his work as a violent would-be rapist in OUT OF
   SIGHT; he lends Beachum a nobility and dignity that renders his
   momentary emotional lapses especially stirring.; Washington is superb and lends dignity
to his portrayal of Beachum, while Lisa Gay Hamilton (recently seen in
Beloved) is touching as his wife.","Nothing interesting, much.; Instead, it's just another mediocre product of only
relative worth.; But hanging on the bones of this predictable plot is the
unrealized potential for a much better film.; Wonder if this is
just a potboiler for Clint to make other, better movies.; In all fairness you can't blame Clint for the dull plot."
10357.0,Volcano,1999.0,"The wonderful MD to the
teenager:"" Kelly, I know you're scared.; And very believable.; His character
becomes at once both funny and strong.; I liked this movie...but it was not as great as I hoped.; Kelly, with a second degree burn, is taken by the wonderful lady MD to
the now apocalyptic Cedars Sinai Hospital.","If you want to waste 
your time watching a boring, stupid disaster flick (literally, it almost 
grossed half of its budget), see this.; Jacqui Kim (DISCLOSURE) takes the poorly written role of the noble
Dr. Jaye Calder and transform it into a mildly interesting character.; ""Earthquake"" has got to be one of the worst movies of all time, but at 
least they had the joke of having Charlton Heston sleeping with 
Genevieve Bujold.; They and the millions of dollars that went into this virtual
re-make of dozens of movies could have been better utilized.; Volcano looks cheap and not very sure of itself."
